id,playerId,sourcePlayerName,displayName,originalChineseSurname,realSurname,season,team,position,quality,qualityName,sourceLeague,isActiveEra,isCuratedStar,isChineseNationalSpecial,nba2kOverall,nba2kPotential,nba2kPotentialRuleApplied,specialQualityReason,goatAttributeOverrideApplied,profileSourceGroup,nba2kAllTimeReference,nba2kAllTimeOverall,nba2kAllTimeTeams,scoring,rebound,assist,steal,block,stat_points_per_game,stat_rebounds_per_game,stat_assists_per_game,stat_steals_per_game,stat_blocks_per_game,cbaAwardProfile
card_q05_044,birdla01,Larry Bird,柏德,伯德,Bird,1988,BOS,SF,5,轮换,NBA,False,True,False,99.0,99.0,False,,False,NBA75,True,99.0,波士顿凯尔特人,400,200,120,40,28,29.9,9.3,6.1,1.6,0.8,
card_q05_045,abdulka01,Kareem Abdul-Jabbar,佳巴尔,贾巴尔,Abdul-Jabbar,1972,MIL,C,5,轮换,NBA,False,True,False,99.0,99.0,False,,False,NBA75,True,99.0,洛杉矶湖人 / 密尔沃基雄鹿,400,200,101,10,10,34.8,16.6,4.6,0.0,0.0,
card_q05_046,ervinju01,Julius Erving,殴文,欧文,Erving,1980,PHI,SF,5,轮换,NBA,False,True,False,97.0,97.0,False,,False,NBA75,True,97.0,费城76人 / 布鲁克林篮网,400,200,101,40,50,26.9,7.4,4.6,2.2,1.8,
card_q05_047,fraziwa01,Walt Frazier,芙雷泽,弗雷泽,Frazier,1972,NYK,PG,5,轮换,NBA,False,True,False,97.0,97.0,False,,False,NBA75,True,97.0,纽约尼克斯,400,200,120,10,10,23.2,6.7,5.8,0.0,0.0,
card_q05_cba_huweidong,cba_huweidong,胡卫东,湖卫东,胡卫东,胡,0,江苏,SG,5,轮换,CBA,False,True,True,,,False,CBA大陆MVP/FMVP球星，开放新秀及以上所有品质,False,CBAAwardLocal,,,,385,136,97,34,23,,,,,,"{""mvpSeasons"": [""1995-96"", ""1996-97""], ""fmvpSeasons"": [], ""tier"": 14}"
card_q05_049,roberos01,Oscar Robertson,洛伯特森,罗伯特森,Robertson,1964,CIN,PG,5,轮换,NBA,False,True,False,97.0,98.0,False,,False,NBA75,True,97.0,密尔沃基雄鹿 / 萨克拉门托国王,400,200,120,10,10,31.4,9.9,11.0,0.0,0.0,
card_q05_050,westje01,Jerry West,维斯特,韦斯特,West,1966,LAL,SG,5,轮换,NBA,False,True,False,97.0,97.0,False,,False,NBA75,True,97.0,洛杉矶湖人,400,200,120,10,10,31.3,7.1,6.1,0.0,0.0,
card_q05_051,chambwi01,Wilt Chamberlain,璋伯伦,张伯伦,Chamberlain,1962,PHW,C,5,轮换,NBA,False,True,False,99.0,99.0,False,,False,NBA75,True,99.0,洛杉矶湖人 / 金州勇士 / 费城76人,400,200,53,10,10,50.4,25.7,2.4,0.0,0.0,
card_q05_052,russebi01,Bill Russell,啦塞尔,拉塞尔,Russell,1962,BOS,C,5,轮换,NBA,False,True,False,98.0,98.0,False,,False,NBA75,True,98.0,波士顿凯尔特人,400,200,99,10,10,18.9,23.6,4.5,0.0,0.0,
card_q05_053,pettibo01,Bob Pettit,沛蒂特,佩蒂特,Pettit,1962,STL,PF,5,轮换,NBA,False,True,False,95.0,95.0,False,,False,NBA75,True,95.0,亚特兰大老鹰,400,200,81,10,10,31.1,18.7,3.7,0.0,0.0,
card_q05_054,leonaka01,Kawhi Leonard,纶纳德,伦纳德,Leonard,2026,LAC,SF,5,轮换,NBA,True,True,False,92.0,96.0,False,,False,NBA75,True,96.0,圣安东尼奥马刺 / 洛杉矶快船 / 多伦多猛龙,400,192,79,40,14,27.9,6.4,3.6,1.9,0.4,
card_q05_cba_zhufangyu,cba_zhufangyu,朱芳雨,珠芳雨,朱芳雨,朱,0,广东,SF,5,轮换,CBA,False,True,True,,,False,CBA大陆MVP/FMVP球星，开放新秀及以上所有品质,False,CBAAwardLocal,,,,382,158,96,32,32,,,,,,"{""mvpSeasons"": [""2006-07"", ""2011-12""], ""fmvpSeasons"": [""2004-05"", ""2007-08"", ""2008-09"", ""2009-10""], ""tier"": 15}"
card_q05_056,gilgesh01,Shai Gilgeous-Alexander,鸭梨山大,吉尔杰斯亚历山大,Gilgeous-Alexander,2025,OKC,PG,5,轮换,NBA,True,False,False,98.0,98.0,False,,False,,True,96.0,俄克拉荷马雷霆,400,150,120,40,35,32.7,5.0,6.4,1.7,1.0,
card_q05_cba_yijianlian,cba_yijianlian,易建联,奕建联,易建联,易,0,广东,PF,5,轮换,CBA,False,True,True,,,False,CBA大陆MVP/FMVP球星，开放新秀及以上所有品质,False,CBAAwardLocal,,,,360,190,86,29,43,,,,,,"{""mvpSeasons"": [""2012-13"", ""2013-14"", ""2014-15"", ""2015-16"", ""2019-20""], ""fmvpSeasons"": [""2005-06"", ""2012-13"", ""2018-19""], ""tier"": 15}"
card_q05_cba_dingyanyuhang,cba_dingyanyuhang,丁彦雨航,玎彦雨航,丁彦雨航,丁,0,山东,SF,5,轮换,CBA,False,True,True,,,False,CBA大陆MVP/FMVP球星，开放新秀及以上所有品质,False,CBAAwardLocal,,,,360,146,88,30,28,,,,,,"{""mvpSeasons"": [""2016-17"", ""2017-18""], ""fmvpSeasons"": [], ""tier"": 13}"
card_q05_059,hardeja01,James Harden,哈灯,哈登,Harden,2019,HOU,PG,5,轮换,NBA,True,True,False,89.0,93.0,False,,False,NBA75,True,95.0,休斯顿火箭,400,198,120,40,24,36.1,6.6,7.5,2.0,0.7,
card_q05_060,westbru01,Russell Westbrook,维司布鲁克,威斯布鲁克,Westbrook,2017,OKC,PG,5,轮换,NBA,True,True,False,95.0,95.0,False,,False,NBA75,True,95.0,俄克拉荷马雷霆,400,200,120,40,14,31.6,10.7,10.4,1.6,0.4,
card_q05_061,embiijo01,Joel Embiid,蒽比德,恩比德,Embiid,2024,PHI,C,5,轮换,NBA,True,True,False,92.0,95.0,False,,False,Extra24,True,95.0,费城76人,400,200,120,40,50,34.7,11.0,5.6,1.2,1.7,
card_q05_062,davisan02,Anthony Davis,戴维思,戴维斯,Davis,2018,NOP,PF,5,轮换,NBA,True,True,False,93.0,95.0,False,,False,NBA75,True,94.0,洛杉矶湖人 / 新奥尔良鹈鹕,400,200,51,40,50,28.1,11.1,2.3,1.5,2.6,
card_q05_063,tatumja01,Jayson Tatum,榙图姆,塔图姆,Tatum,2023,BOS,SF,5,轮换,NBA,True,False,False,94.0,97.0,False,,False,,True,94.0,波士顿凯尔特人,400,200,101,40,24,30.1,8.8,4.6,1.1,0.7,
card_q05_cba_wangzhelin,cba_wangzhelin,王哲林,望哲林,王哲林,王,0,福建/上海,C,5,轮换,CBA,False,True,True,,,False,CBA大陆MVP/FMVP球星，开放新秀及以上所有品质,False,CBAAwardLocal,,,,330,190,74,23,47,,,,,,"{""mvpSeasons"": [""2018-19"", ""2022-23""], ""fmvpSeasons"": [], ""tier"": 13}"
card_q05_065,lillada01,Damian Lillard,立拉德,利拉德,Lillard,2023,POR,PG,5,轮换,NBA,True,True,False,88.0,94.0,False,,False,NBA75,True,95.0,波特兰开拓者,400,144,120,34,10,32.2,4.8,7.3,0.9,0.3,
card_q05_066,irvinky01,Kyrie Irving,殴文,欧文,Irving,2020,BRK,PG,5,轮换,NBA,True,True,False,90.0,92.0,False,,False,Extra24,True,94.0,克里夫兰骑士,400,156,120,40,18,27.4,5.2,6.4,1.4,0.5,
card_q05_067,rosede01,Derrick Rose,洛斯,罗斯,Rose,2011,CHI,PG,5,轮换,NBA,False,False,False,95.0,95.0,False,,False,,True,95.0,芝加哥公牛,400,123,120,38,21,25.0,4.1,7.7,1.0,0.6,
card_q05_cba_wuqian,cba_wuqian,吴前,梧前,吴前,吴,0,浙江,PG,5,轮换,CBA,False,True,True,,,False,CBA大陆MVP/FMVP球星，开放新秀及以上所有品质,False,CBAAwardLocal,,,,316,122,116,33,20,,,,,,"{""mvpSeasons"": [""2020-21""], ""fmvpSeasons"": [], ""tier"": 13}"
card_q05_cba_hujinqiu,cba_hujinqiu,胡金秋,湖金秋,胡金秋,胡,0,广厦,PF,5,轮换,CBA,False,True,True,,,False,CBA大陆MVP/FMVP球星，开放新秀及以上所有品质,False,CBAAwardLocal,,,,338,178,79,26,39,,,,,,"{""mvpSeasons"": [""2021-22"", ""2024-25""], ""fmvpSeasons"": [], ""tier"": 13}"
card_q05_cba_abdusalam,cba_abdusalam,阿不都沙拉木,雅不都沙拉木,阿不都沙拉木,阿,0,新疆,PF,5,轮换,CBA,False,True,True,,,False,CBA大陆MVP/FMVP球星，开放新秀及以上所有品质,False,CBAAwardLocal,,,,338,178,79,26,39,,,,,,"{""mvpSeasons"": [""2023-24""], ""fmvpSeasons"": [], ""tier"": 13}"
card_q05_071,cartevi01,Vince Carter,喀特,卡特,Carter,2001,TOR,SF,5,轮换,NBA,False,True,False,96.0,96.0,False,,False,Extra24,True,96.0,布鲁克林篮网 / 多伦多猛龙,400,165,86,40,38,27.6,5.5,3.9,1.5,1.1,
card_q05_072,parketo01,Tony Parker,琶克,帕克,Parker,2009,SAS,PG,5,轮换,NBA,False,True,False,95.0,95.0,False,,False,Extra24,True,95.0,圣安东尼奥马刺,400,93,120,34,10,22.0,3.1,6.9,0.9,0.1,
card_q05_cba_liuyudong,cba_liuyudong,刘玉栋,柳玉栋,刘玉栋,刘,0,八一,PF,5,轮换,CBA,False,True,True,,,False,CBA大陆MVP/FMVP球星，开放新秀及以上所有品质,False,CBAAwardLocal,,,,360,190,86,29,43,,,,,,"{""mvpSeasons"": [""2001-02""], ""fmvpSeasons"": [""2001-02"", ""2002-03""], ""tier"": 15}"
card_q05_cba_wangzhizhi,cba_wangzhizhi,王治郅,望治郅,王治郅,王,0,八一,C,5,轮换,CBA,False,True,True,,,False,CBA大陆MVP/FMVP球星，开放新秀及以上所有品质,False,CBAAwardLocal,,,,352,195,81,26,48,,,,,,"{""mvpSeasons"": [""1999-00""], ""fmvpSeasons"": [""1999-00"", ""2006-07""], ""tier"": 15}"
card_q05_075,piercpa01,Paul Pierce,琵尔斯,皮尔斯,Pierce,2006,BOS,SF,5,轮换,NBA,False,True,False,94.0,94.0,False,,False,NBA75,True,94.0,波士顿凯尔特人,400,200,103,40,14,26.8,6.7,4.7,1.4,0.4,
card_q05_cba_hexining,cba_hexining,贺希宁,鹤希宁,贺希宁,贺,0,深圳,SG,5,轮换,CBA,False,True,True,,,False,CBA大陆MVP/FMVP球星，开放新秀及以上所有品质,False,CBAAwardLocal,,,,374,130,93,33,21,,,,,,"{""mvpSeasons"": [""2025-26""], ""fmvpSeasons"": [], ""tier"": 13}"
card_q05_cba_dufeng,cba_dufeng,杜锋,渡锋,杜锋,杜,0,广东,PF,5,轮换,CBA,False,True,True,,,False,CBA大陆MVP/FMVP球星，开放新秀及以上所有品质,False,CBAAwardLocal,,,,338,178,79,26,39,,,,,,"{""mvpSeasons"": [], ""fmvpSeasons"": [""2003-04""], ""tier"": 13}"
card_q05_078,allenra02,Ray Allen,雅伦,阿伦,Allen,2007,SEA,SG,5,轮换,NBA,False,True,False,94.0,96.0,False,,False,NBA75,True,94.0,密尔沃基雄鹿 / 俄克拉荷马雷霆,400,135,90,40,10,26.4,4.5,4.1,1.5,0.2,
card_q05_079,kiddja01,Jason Kidd,吉德,基德,Kidd,2003,NJN,PG,5,轮换,NBA,False,True,False,95.0,95.0,False,,False,NBA75,True,95.0,达拉斯独行侠 / 菲尼克斯太阳 / 布鲁克林篮网,400,189,120,40,10,18.7,6.3,8.9,2.2,0.3,
card_q05_cba_wangshipeng,cba_wangshipeng,王仕鹏,望仕鹏,王仕鹏,王,0,广东,SG,5,轮换,CBA,False,True,True,,,False,CBA大陆MVP/FMVP球星，开放新秀及以上所有品质,False,CBAAwardLocal,,,,374,130,93,33,21,,,,,,"{""mvpSeasons"": [], ""fmvpSeasons"": [""2010-11""], ""tier"": 13}"
card_q05_081,mcgratr01,Tracy McGrady,卖迪,麦格雷迪,McGrady,2003,ORL,SG,5,轮换,NBA,False,True,False,95.0,95.0,False,,False,Extra24,True,95.0,休斯顿火箭 / 奥兰多魔术 / 多伦多猛龙,400,195,120,40,28,32.1,6.5,5.5,1.7,0.8,
card_q05_082,iversal01,Allen Iverson,爱弗森,艾弗森,Iverson,2006,PHI,PG,5,轮换,NBA,False,True,False,96.0,97.0,False,,False,NBA75,True,96.0,费城76人,400,96,120,40,10,33.0,3.2,7.4,1.9,0.1,
card_q05_cba_humingxuan,cba_humingxuan,胡明轩,湖明轩,胡明轩,胡,0,广东,PG,5,轮换,CBA,False,True,True,,,False,CBA大陆MVP/FMVP球星，开放新秀及以上所有品质,False,CBAAwardLocal,,,,316,122,116,33,20,,,,,,"{""mvpSeasons"": [], ""fmvpSeasons"": [""2020-21""], ""tier"": 13}"
card_q05_084,mournal01,Alonzo Mourning,墨宁,莫宁,Mourning,1996,MIA,C,5,轮换,NBA,False,True,False,94.0,94.0,False,,False,Extra24,True,94.0,迈阿密热火 / 夏洛特黄蜂,400,200,51,38,50,23.2,10.4,2.3,1.0,2.7,
card_q05_085,paytoga01,Gary Payton,沛顿,佩顿,Payton,2000,SEA,PG,5,轮换,NBA,False,True,False,95.0,95.0,False,,False,NBA75,True,95.0,俄克拉荷马雷霆,400,195,120,40,10,24.2,6.5,8.9,1.9,0.2,
card_q05_cba_sunjun,cba_sunjun,孙军,荪军,孙军,孙,0,吉林,SF,5,轮换,CBA,False,True,True,,,False,CBA大陆MVP/FMVP球星，开放新秀及以上所有品质,False,CBAAwardLocal,,,,360,146,88,30,28,,,,,,"{""mvpSeasons"": [""1998-99"", ""2002-03""], ""fmvpSeasons"": [], ""tier"": 13}"
card_q05_cba_tangzhengdong,cba_tangzhengdong,唐正东,塘正东,唐正东,唐,0,江苏,C,5,轮换,CBA,False,True,True,,,False,CBA大陆MVP/FMVP球星，开放新秀及以上所有品质,False,CBAAwardLocal,,,,330,190,74,23,47,,,,,,"{""mvpSeasons"": [""2003-04"", ""2004-05"", ""2007-08""], ""fmvpSeasons"": [], ""tier"": 13}"
card_q05_cba_yaoming,cba_yaoming,姚明,尧明,姚明,姚,0,上海,C,5,轮换,CBA,False,True,True,,,False,CBA大陆MVP/FMVP球星，开放新秀及以上所有品质,False,CBAAwardLocal,,,,352,195,81,26,48,,,,,,"{""mvpSeasons"": [""2000-01""], ""fmvpSeasons"": [""2000-01""], ""tier"": 15}"
card_q05_089,robinda01,David Robinson,洛宾逊,罗宾逊,Robinson,1994,SAS,C,5,轮换,NBA,False,True,False,96.0,96.0,False,,False,NBA75,True,96.0,圣安东尼奥马刺,400,200,106,40,50,29.8,10.7,4.8,1.7,3.3,
card_q05_090,ewingpa01,Patrick Ewing,游因,尤因,Ewing,1990,NYK,C,5,轮换,NBA,False,False,False,95.0,95.0,False,,False,,True,95.0,纽约尼克斯,400,200,50,38,50,28.6,10.9,2.2,1.0,4.0,
card_q05_cba_bateer,cba_bateer,巴特尔,芭特尔,巴特尔,巴,0,北京/新疆,C,5,轮换,CBA,False,True,True,,,False,CBA大陆MVP/FMVP球星，开放新秀及以上所有品质,False,CBAAwardLocal,,,,341,195,77,24,48,,,,,,"{""mvpSeasons"": [""2005-06"", ""2008-09"", ""2009-10"", ""2010-11""], ""fmvpSeasons"": [], ""tier"": 14}"
card_q05_092,mullich01,Chris Mullin,木林,马尤勒勒,Mullin,1989,GSW,SF,5,轮换,NBA,False,False,False,94.0,94.0,False,,False,,True,94.0,金州勇士,400,177,112,40,18,26.5,5.9,5.1,2.1,0.5,
card_q05_cba_zhaojiwei,cba_zhaojiwei,赵继伟,照继伟,赵继伟,赵,0,辽宁,PG,5,轮换,CBA,False,True,True,,,False,CBA大陆MVP/FMVP球星，开放新秀及以上所有品质,False,CBAAwardLocal,,,,316,122,116,33,20,,,,,,"{""mvpSeasons"": [], ""fmvpSeasons"": [""2021-22"", ""2022-23""], ""tier"": 13}"
card_q05_094,barklch01,Charles Barkley,芭克利,巴克利,Barkley,1988,PHI,PF,5,轮换,NBA,False,True,False,,,False,,False,NBA75,True,95.0,菲尼克斯太阳,400,200,70,40,46,28.3,11.9,3.2,1.3,1.3,
card_q05_095,wilkido01,Dominique Wilkins,维尔金斯,威尔金斯,Wilkins,1988,ATL,SF,5,轮换,NBA,False,True,False,95.0,95.0,False,,False,NBA75,True,95.0,亚特兰大老鹰,400,192,64,40,21,30.7,6.4,2.9,1.3,0.6,
card_q05_096,dumarjo01,Joe Dumars,杜码斯,德尤马阿,Dumars,1993,DET,SG,5,轮换,NBA,False,False,False,93.0,93.0,False,,False,,True,93.0,底特律活塞,400,80,88,38,10,23.5,1.9,4.0,1.0,0.1,
card_q05_097,drexlcl01,Clyde Drexler,得雷克斯勒,德雷克斯勒,Drexler,1989,POR,SG,5,轮换,NBA,False,True,False,96.0,97.0,False,,False,NBA75,True,96.0,休斯顿火箭 / 波特兰开拓者,400,200,120,40,24,27.2,7.9,5.8,2.7,0.7,
card_q05_098,brownja02,Jaylen Brown,步朗,布朗,Brown,2026,BOS,SF,5,轮换,NBA,True,False,False,90.0,93.0,False,,False,,True,91.0,波士顿凯尔特人,400,200,112,38,14,28.7,6.9,5.1,1.0,0.4,
card_q05_099,parisro01,Robert Parish,琶里什,帕里什,Parish,1982,BOS,C,5,轮换,NBA,False,True,False,93.0,93.0,False,,False,NBA75,True,93.0,波士顿凯尔特人,400,200,50,34,50,19.9,10.8,1.8,0.9,2.4,
card_q05_cba_gongxiaobin,cba_gongxiaobin,巩晓彬,汞小彬,巩晓彬,巩,0,山东,PF,5,轮换,CBA,False,True,True,,,False,CBA大陆MVP/FMVP球星，开放新秀及以上所有品质,False,CBAAwardLocal,,,,338,178,79,26,39,,,,,,"{""mvpSeasons"": [""1997-98""], ""fmvpSeasons"": [], ""tier"": 13}"
card_q06_001,qizh01,Zhou Qi,洲琦,周琦,Qi,2019,HOU,PF,6,第六人,NBA,False,True,True,,,False,,False,ChinaSpecial,False,,,280,120,70,20,20,2.0,0.0,0.0,0.0,0.0,
card_q06_002,jianlyi01,Yi Jianlian,奕建联,易建联,Jianlian,2010,NJN,PF,6,第六人,NBA,False,True,True,,,False,,False,ChinaSpecial,False,,,336,216,70,27,35,12.0,7.2,0.9,0.7,1.0,
card_q06_003,cuiyo01,Cui Yongxi,崔勇熙,崔永熙,Yongxi,2025,BRK,SG,6,第六人,NBA,True,True,True,,,False,,False,ChinaSpecial,False,,,280,120,70,20,20,0.6,0.4,0.0,0.0,0.0,
card_q06_004,yangha01,Yang Hansen,阳瀚森,杨瀚森,Hansen,2026,POR,C,6,第六人,NBA,True,True,True,70.0,,False,,False,ChinaSpecial,False,,,280,120,70,20,20,2.2,1.5,0.5,0.1,0.2,
card_q06_005,zhizhwa01,Wang Zhizhi,望治郅,王治郅,Zhizhi,2002,DAL,C,6,第六人,NBA,False,True,True,,,False,,False,ChinaSpecial,False,,,280,120,70,20,20,5.6,2.0,0.4,0.2,0.3,
card_q06_006,anderky01,Kyle Anderson,理凯尔,李凯尔,Anderson,2021,MEM,PF,6,第六人,NBA,True,True,True,77.0,79.0,False,,False,ChinaSpecial,False,,,347,171,79,46,28,12.4,5.7,3.6,1.2,0.8,
card_q06_007,mingya01,Yao Ming,尧明,姚明,Ming,2007,HOU,C,6,第六人,NBA,False,True,True,91.0,91.0,False,,False,Extra24+ChinaSpecial,True,91.0,休斯顿火箭,520,260,70,20,70,25.0,9.4,2.0,0.4,2.0,
card_q06_008,bateeme01,Mengke Bateer,芭特尔,巴特尔,Bateer,2002,DEN,C,6,第六人,NBA,False,True,True,,,False,,False,ChinaSpecial,False,,,280,120,70,20,20,5.1,3.6,0.8,0.4,0.2,
card_q06_009,yuesu01,Sun Yue,荪悦,孙悦,Yue,2009,LAL,SG,6,第六人,NBA,False,True,True,,,False,,False,ChinaSpecial,False,,,280,120,70,20,20,0.6,0.0,0.2,0.1,0.1,
card_q06_010,ginobma01,Manu Ginóbili,季诺比利,吉诺比利,Ginobili,2008,SAS,SG,6,第六人,NBA,False,True,False,90.0,90.0,False,,False,Extra24,True,90.0,圣安东尼奥马刺,520,144,99,57,20,19.5,4.8,4.5,1.5,0.4,
card_q06_011,kukocto01,Toni Kukoč,库颗奇,凯尤凯奥,Kukoc,1999,CHI,SF,6,第六人,NBA,False,False,False,85.0,86.0,False,,False,,True,85.0,芝加哥公牛,520,210,117,42,20,18.8,7.0,5.3,1.1,0.3,
card_q06_012,waltobi01,Bill Walton,渥顿,沃顿,Walton,1978,POR,C,6,第六人,NBA,False,True,False,95.0,95.0,False,,False,NBA75,True,94.0,波特兰开拓者,520,260,110,38,70,18.9,13.2,5.0,1.0,2.5,
card_q06_013,terryja01,Jason Terry,忒里,特里,Terry,2001,ATL,SG,6,第六人,NBA,False,False,False,86.0,88.0,False,,False,,True,86.0,达拉斯独行侠,520,120,108,49,20,19.7,3.3,4.9,1.3,0.1,
card_q06_014,hardeja01,James Harden,哈灯,哈登,Harden,2019,HOU,PG,6,第六人,NBA,True,True,False,89.0,93.0,False,,False,NBA75,True,95.0,休斯顿火箭,520,198,160,60,24,36.1,6.6,7.5,2.0,0.7,
card_q06_015,mchalke01,Kevin McHale,迈克海尔,麦克海尔,McHale,1987,BOS,PF,6,第六人,NBA,False,True,False,95.0,95.0,False,,False,NBA75,True,95.0,波士顿凯尔特人,520,260,70,20,70,26.1,9.9,2.6,0.5,2.2,
card_q06_016,jamisan01,Antawn Jamison,假米森,杰森,Jamison,2001,GSW,SF,6,第六人,NBA,False,False,False,87.0,87.0,False,,False,,True,85.0,华盛顿奇才,520,260,70,53,20,24.9,8.7,2.0,1.4,0.3,
card_q06_017,lavinza01,Zach LaVine,啦文,拉文,LaVine,2021,CHI,SG,6,第六人,NBA,True,False,False,85.0,88.0,False,,False,,True,86.0,芝加哥公牛,520,150,108,30,20,27.4,5.0,4.9,0.8,0.5,
card_q06_018,smithjr01,J.R. Smith,JR史秘司,斯马艾特,Smith,2013,NYK,SG,6,第六人,NBA,False,False,False,,,False,,False,,False,,,507,159,70,49,20,18.1,5.3,2.7,1.3,0.3,
card_q06_019,youngni01,Nick Young,阳,杨,Young,2014,LAL,SG,6,第六人,NBA,False,False,False,,,False,,False,,False,,,501,120,70,27,20,17.9,2.6,1.5,0.7,0.2,
card_q06_020,greendr01,Draymond Green,阁林,格林,Green,2016,GSW,PF,6,第六人,NBA,True,True,False,81.0,88.0,False,,False,Extra24,True,89.0,金州勇士,392,260,160,57,49,14.0,9.5,7.4,1.5,1.4,
card_q06_021,youngtr01,Trae Young,阳,杨,Young,2020,ATL,PG,6,第六人,NBA,True,False,False,90.0,91.0,False,,False,,True,91.0,亚特兰大老鹰,520,129,160,42,20,29.6,4.3,9.3,1.1,0.1,
card_q06_022,griffbl01,Blake Griffin,阁里芬,格里芬,Griffin,2019,DET,PF,6,第六人,NBA,False,True,False,90.0,90.0,False,,False,Extra24,True,88.0,洛杉矶快船,520,225,119,27,20,24.5,7.5,5.4,0.7,0.4,
card_q06_023,bookede01,Devin Booker,步克,布克,Booker,2023,PHO,SG,6,第六人,NBA,True,False,False,91.0,94.0,False,,False,,True,92.0,菲尼克斯太阳,520,135,121,38,20,27.8,4.5,5.5,1.0,0.3,
card_q06_024,gasolpa01,Pau Gasol,嘉索尔,加索尔,Gasol,2007,MEM,C,6,第六人,NBA,False,True,False,92.0,92.0,False,,False,Extra24,True,91.0,洛杉矶湖人 / 孟菲斯灰熊,520,260,75,20,70,20.8,9.8,3.4,0.5,2.1,
card_q06_025,rondora01,Rajon Rondo,胧多,瑞奥纳德,Rondo,2013,BOS,PG,6,第六人,NBA,False,False,False,90.0,90.0,False,,False,,True,90.0,波士顿凯尔特人,384,168,160,60,20,13.7,5.6,11.1,1.8,0.2,
card_q06_026,stoudam01,Amar'e Stoudemire,司塔德迈尔,斯特奥尤,Stoudemire,2005,PHO,C,6,第六人,NBA,False,False,False,92.0,92.0,False,,False,,True,92.0,纽约尼克斯 / 菲尼克斯太阳,520,260,70,38,56,26.0,8.9,1.6,1.0,1.6,
card_q06_027,couside01,DeMarcus Cousins,烤辛斯,卡奥尤斯,Cousins,2017,2TM,C,6,第六人,NBA,False,False,False,90.0,90.0,False,,False,,True,91.0,萨克拉门托国王 / 新奥尔良鹈鹕,520,260,101,53,46,27.0,11.0,4.6,1.4,1.3,
card_q06_028,walljo01,John Wall,我尔,威阿勒勒,Wall,2017,WAS,PG,6,第六人,NBA,False,False,False,90.0,90.0,False,,False,,True,90.0,华盛顿奇才,520,126,160,60,21,23.1,4.2,10.7,2.0,0.6,
card_q06_029,paulch01,Chris Paul,宝罗,保罗,Paul,2009,NOH,PG,6,第六人,NBA,True,True,False,81.0,95.0,False,,False,NBA75,True,97.0,休斯顿火箭 / 洛杉矶快船 / 新奥尔良鹈鹕,520,165,160,60,20,22.8,5.5,11.0,2.8,0.1,
card_q06_030,jokicni01,Nikola Jokić,约吉奇,约基奇,Jokic,2025,DEN,C,6,第六人,NBA,True,True,False,98.0,99.0,False,,False,Extra24,True,97.0,丹佛掘金,520,260,160,60,21,29.6,12.7,10.2,1.8,0.6,
card_q06_031,antetgi01,Giannis Antetokounmpo,雅德托昆博,阿德托昆博,Antetokounmpo,2023,MIL,PF,6,第六人,NBA,True,True,False,97.0,98.0,False,,False,NBA75,True,97.0,密尔沃基雄鹿,520,260,125,30,28,31.1,11.8,5.7,0.8,0.8,
card_q06_032,jamesle01,LeBron James,瞻姆斯,詹姆斯,James,2006,CLE,SF,6,第六人,NBA,True,True,False,94.0,99.0,False,,False,NBA75,True,99.0,洛杉矶湖人 / 迈阿密热火 / 克里夫兰骑士,520,210,145,60,28,31.4,7.0,6.6,1.6,0.8,
card_q06_033,curryst01,Stephen Curry,酷里,库里,Curry,2021,GSW,PG,6,第六人,NBA,True,True,False,94.0,99.0,False,,False,NBA75,True,98.0,金州勇士,520,165,128,46,20,32.0,5.5,5.8,1.2,0.1,
card_q06_034,duranke01,Kevin Durant,渡兰特,杜兰特,Durant,2014,OKC,SF,6,第六人,NBA,True,True,False,93.0,99.0,False,,False,NBA75,True,97.0,金州勇士 / 俄克拉荷马雷霆 / 菲尼克斯太阳 / 布鲁克林篮网,520,222,121,49,24,32.0,7.4,5.5,1.3,0.7,
card_q06_035,nowitdi01,Dirk Nowitzki,糯维茨基,诺维茨基,Nowitzki,2006,DAL,PF,6,第六人,NBA,False,True,False,98.0,98.0,False,,False,NBA75,True,98.0,达拉斯独行侠,520,260,70,27,35,26.6,9.0,2.8,0.7,1.0,
card_q06_036,wadedw01,Dwyane Wade,维德,韦德,Wade,2009,MIA,SG,6,第六人,NBA,False,True,False,97.0,97.0,False,,False,NBA75,True,97.0,迈阿密热火,520,150,160,60,46,30.2,5.0,7.5,2.2,1.3,
card_q06_037,bryanko01,Kobe Bryant,颗比,布莱恩特,Bryant,2006,LAL,SG,6,第六人,NBA,False,True,False,99.0,99.0,False,,False,NBA75,True,99.0,洛杉矶湖人,520,159,99,60,20,35.4,5.3,4.5,1.8,0.4,
card_q06_038,duncati01,Tim Duncan,登肯,邓肯,Duncan,2002,SAS,PF,6,第六人,NBA,False,True,False,98.0,98.0,False,,False,NBA75,True,98.0,圣安东尼奥马刺,520,260,81,27,70,25.5,12.7,3.7,0.7,2.5,
card_q06_039,garneke01,Kevin Garnett,嘉内特,加内特,Garnett,2004,MIN,PF,6,第六人,NBA,False,True,False,98.0,98.0,False,,False,NBA75,True,98.0,波士顿凯尔特人 / 明尼苏达森林狼,520,260,110,57,70,24.2,13.9,5.0,1.5,2.2,
card_q06_040,nashst01,Steve Nash,娜什,纳什,Nash,2006,PHO,PG,6,第六人,NBA,False,True,False,96.0,96.0,False,,False,NBA75,True,96.0,达拉斯独行侠 / 菲尼克斯太阳,520,126,160,30,20,18.8,4.2,10.5,0.8,0.2,
